longitude,latitude,prec_hiver,prec_printemps,prec_ete,prec_automne,Tmin_hiver,Tmin_printemps,Tmin_ete,Tmin_automne,Tmax_hiver,Tmax_printemps,Tmax_ete,Tmax_automne
0.308,28.118,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.294,28.119,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.297,28.119,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.301,28.119,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.302,28.119,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.303,28.119,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.305,28.119,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.298,28.12,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.3,28.12,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.312,28.123,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.297,28.124,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
0.3,28.124,0.43333337,0.5,0.33333334,1.175,7.0,17.666666,28.166666,19.416666,22.0,34.0,44.25,34.333332
9.356,28.125,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.371,28.125,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.375,28.125,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.373,28.126,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.494,28.126,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.496,28.126,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.371,28.127,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.372,28.127,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.373,28.127,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.374,28.127,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.375,28.127,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.376,28.127,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.492,28.127,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.494,28.127,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.495,28.127,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.496,28.127,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.37,28.128,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.371,28.128,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.372,28.128,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.373,28.128,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.374,28.128,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.375,28.128,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.394,28.128,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.493,28.128,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.495,28.128,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.496,28.128,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.371,28.129,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.372,28.129,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.373,28.129,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.374,28.129,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.376,28.129,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.39,28.129,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.392,28.129,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.393,28.129,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.49,28.129,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.492,28.129,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.496,28.129,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.37,28.13,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.373,28.13,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.388,28.13,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.389,28.13,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.391,28.13,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.392,28.13,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.393,28.13,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.493,28.13,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.494,28.13,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.375,28.131,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.387,28.131,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.388,28.131,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.391,28.131,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.494,28.131,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.495,28.131,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.373,28.132,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.387,28.132,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.392,28.132,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.391,28.133,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.389,28.134,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.39,28.134,2.7333333,3.3999999,0.33333334,1.3416667,4.9166665,15.75,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.509,28.135,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.511,28.135,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.51,28.136,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.808,28.136,2.4333334,3.3833332,0.33333334,1.2333335,5.0,15.833333,25.0,17.0,20.333334,31.833334,41.333332,32.166668
9.509,28.137,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.51,28.137,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.511,28.137,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.512,28.137,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.51,28.138,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.511,28.138,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.512,28.138,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.513,28.138,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.514,28.138,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.509,28.139,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.51,28.139,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.511,28.139,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.507,28.14,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.508,28.14,2.5833333,3.3916667,0.33333334,1.2333335,5.0,15.666667,25.416666,17.0,20.083334,31.666666,41.333332,31.833334
9.497,28.15,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
7.594,28.151,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.595,28.151,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.596,28.151,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
9.491,28.151,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
7.591,28.152,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.592,28.152,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.594,28.152,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.596,28.152,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.59,28.153,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.592,28.153,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.593,28.153,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.594,28.153,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.595,28.153,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.596,28.153,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.597,28.153,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.598,28.153,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
9.484,28.153,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.492,28.153,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
7.59,28.154,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.591,28.154,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.593,28.154,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.594,28.154,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.595,28.154,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.596,28.154,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.597,28.154,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.59,28.155,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.591,28.155,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.592,28.155,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.593,28.155,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.594,28.155,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.598,28.155,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
8.964,28.155,2.8083334,3.4333334,0.33333334,1.35,5.0,16.0,26.0,17.5,20.416666,32.0,41.75,32.333332
8.974,28.155,2.8083334,3.4333334,0.33333334,1.35,5.0,16.0,26.0,17.5,20.416666,32.0,41.75,32.333332
9.493,28.155,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
7.592,28.156,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.594,28.156,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.595,28.156,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.597,28.156,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
9.497,28.156,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
7.589,28.157,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.59,28.157,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.591,28.157,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.593,28.157,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
8.963,28.157,2.8083334,3.4333334,0.33333334,1.35,5.0,16.0,26.0,17.5,20.416666,32.0,41.75,32.333332
7.59,28.158,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.591,28.158,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.592,28.158,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.594,28.158,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.595,28.158,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.596,28.158,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
8.965,28.158,2.8083334,3.4333334,0.33333334,1.35,5.0,16.0,26.0,17.5,20.416666,32.0,41.75,32.333332
7.59,28.159,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.587,28.16,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
7.589,28.16,3.5666668,2.8333333,0.33333334,1.7833334,5.0,16.0,26.666666,18.0,21.333334,32.416668,43.0,33.333332
9.495,28.161,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.496,28.162,2.7333333,3.3999999,0.33333334,1.2666668,5.0,15.666667,25.5,17.0,20.0,31.666666,41.333332,31.666666
9.503,28.169,2.8916667,3.3999999,0.33333334,1.4583334,4.4166665,15.083333,25.0,17.0,19.666666,31.0,41.333332,31.666666
9.506,28.17,2.8916667,3.3999999,0.33333334,1.4583334,4.4166665,15.083333,25.0,17.0,19.666666,31.0,41.333332,31.666666
9.502,28.171,2.8916667,3.3999999,0.33333334,1.4583334,4.4166665,15.083333,25.0,17.0,19.666666,31.0,41.333332,31.666666
9.503,28.171,2.8916667,3.3999999,0.33333334,1.4583334,4.4166665,15.083333,25.0,17.0,19.666666,31.0,41.333332,31.666666
9.504,28.171,2.8916667,3.3999999,0.33333334,1.4583334,4.4166665,15.083333,25.0,17.0,19.666666,31.0,41.333332,31.666666
9.506,28.172,2.8916667,3.3999999,0.33333334,1.4583334,4.4166665,15.083333,25.0,17.0,19.666666,31.0,41.333332,31.666666
9.508,28.173,2.8916667,3.3999999,0.33333334,1.4583334,4.4166665,15.083333,25.0,17.0,19.666666,31.0,41.333332,31.666666
9.402,28.176,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.408,28.176,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.403,28.177,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.404,28.177,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.405,28.177,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.407,28.177,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.408,28.177,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.402,28.178,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.404,28.178,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.405,28.178,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.406,28.178,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.407,28.178,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.402,28.179,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.404,28.179,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.391,28.18,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.394,28.18,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.403,28.18,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.404,28.18,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.405,28.18,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.392,28.181,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.393,28.181,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.403,28.181,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.393,28.182,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.797,28.19,2.5083332,3.3999999,0.33333334,1.2666668,5.0,15.5,25.0,17.0,19.916666,31.416666,41.083332,31.75
9.797,28.191,2.5083332,3.3999999,0.33333334,1.2666668,5.0,15.5,25.0,17.0,19.916666,31.416666,41.083332,31.75
-0.53,28.193,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
9.396,28.195,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.398,28.195,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.399,28.195,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
-0.516,28.196,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
-0.515,28.196,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
9.394,28.196,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.397,28.196,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.398,28.196,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.399,28.196,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.465,28.196,3.0666666,3.3999999,0.33333334,1.4749999,4.1666665,15.0,25.0,16.75,19.666666,31.083334,41.333332,31.666666
-0.515,28.197,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
-0.514,28.197,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
9.393,28.197,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
-0.518,28.198,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
-0.517,28.198,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
-0.514,28.198,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
9.393,28.198,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.396,28.198,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
9.399,28.198,2.9833333,3.4083335,0.33333334,1.4916667,4.0833335,15.083333,25.0,16.666666,19.916666,31.5,41.333332,31.666666
-0.521,28.199,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
-0.52,28.199,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
-0.519,28.199,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
-0.518,28.199,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
-0.517,28.199,0.4,0.16666667,0.33333334,1.4833332,6.6666665,17.75,27.833334,19.416666,22.333334,34.166668,44.0,34.333332
